timestamp,log_type,src_ip,dst_ip,username,message
2025-06-27 16:13:07,auth_failure,132.252.82.18,162.141.162.184,huntangelica,Failed login attempt for user huntangelica from 132.252.82.18
2025-06-28 02:14:43,network,189.123.28.203,221.105.189.59,ginahess,Connection from 189.123.28.203 to 221.105.189.59 on port 256
2025-06-28 06:11:01,system,39.33.202.19,62.221.161.133,glenda16,System started: morph efficient initiatives
2025-06-27 14:36:18,auth_success,210.100.49.222,64.242.227.199,pamelarussell,Successful login for user pamelarussell from 210.100.49.222
2025-06-27 23:32:29,malware_alert,171.64.206.214,193.43.143.80,vschneider,Malware detected: Spyware on host 193.43.143.80
2025-06-27 07:28:26,network,90.101.27.27,89.143.170.202,annwarner,Connection from 90.101.27.27 to 89.143.170.202 on port 78
2025-06-28 06:05:20,auth_success,131.129.125.174,193.74.114.142,dawnchapman,Successful login for user dawnchapman from 131.129.125.174
2025-06-28 05:22:10,network,31.6.252.160,141.139.105.80,ocohen,Connection from 31.6.252.160 to 141.139.105.80 on port 381
2025-06-28 00:21:18,system,36.125.143.166,41.227.109.61,marissaromero,System started: embrace open-source synergies
2025-06-27 15:39:03,malware_alert,193.74.108.185,178.0.155.46,watsonjon,Malware detected: Spyware on host 178.0.155.46
2025-06-27 17:23:18,system,191.14.130.205,204.165.159.147,samuel68,System started: syndicate cutting-edge deliverables
2025-06-27 17:01:26,system,5.38.88.90,218.7.76.186,natashathomas,System started: integrate integrated experiences
2025-06-27 16:31:56,auth_failure,210.45.253.124,217.175.200.137,shawna76,Failed login attempt for user shawna76 from 210.45.253.124
2025-06-28 04:22:00,auth_failure,193.238.249.162,209.51.247.35,xharrington,Failed login attempt for user xharrington from 193.238.249.162
2025-06-27 10:54:20,auth_success,160.28.61.249,62.107.54.16,richardsonkatie,Successful login for user richardsonkatie from 160.28.61.249
2025-06-27 17:30:32,network,39.37.73.244,34.139.61.170,hector47,Connection from 39.37.73.244 to 34.139.61.170 on port 63
2025-06-27 08:28:53,system,166.180.150.163,23.142.155.120,wnewton,System started: innovate granular paradigms
2025-06-27 18:19:03,malware_alert,213.70.200.134,191.122.111.137,robinmann,Malware detected: Ransomware on host 191.122.111.137
2025-06-27 11:29:37,malware_alert,205.99.34.220,218.125.5.16,obradley,Malware detected: Worm on host 218.125.5.16
2025-06-27 13:08:44,system,57.13.96.40,103.46.77.163,jasonestes,System started: incubate out-of-the-box bandwidth
2025-06-27 17:44:17,auth_success,41.95.169.4,144.109.201.18,amandapage,Successful login for user amandapage from 41.95.169.4
2025-06-27 12:05:05,malware_alert,7.147.60.32,139.158.12.241,catherine18,Malware detected: Adware on host 139.158.12.241
2025-06-28 06:01:27,network,171.44.202.242,140.238.33.244,megan50,Connection from 171.44.202.242 to 140.238.33.244 on port 73
2025-06-27 22:08:51,malware_alert,76.155.169.163,193.234.170.187,kingkeith,Malware detected: Spyware on host 193.234.170.187
2025-06-27 17:20:05,auth_success,148.27.139.241,203.56.169.223,boyerdarin,Successful login for user boyerdarin from 148.27.139.241
2025-06-27 20:43:40,malware_alert,97.71.23.144,190.5.27.86,amy67,Malware detected: Worm on host 190.5.27.86
2025-06-27 12:54:34,system,133.189.34.80,210.235.126.137,bondbrandi,System started: facilitate mission-critical networks
2025-06-27 21:04:41,auth_failure,70.28.68.72,220.134.79.253,kelseyjohnston,Failed login attempt for user kelseyjohnston from 70.28.68.72
2025-06-28 00:13:41,network,205.149.43.39,139.193.205.69,derrickliu,Connection from 205.149.43.39 to 139.193.205.69 on port 362
2025-06-27 18:04:32,auth_success,147.108.93.139,49.93.40.223,christianvillanueva,Successful login for user christianvillanueva from 147.108.93.139
2025-06-27 22:18:15,network,213.210.235.142,16.140.221.173,amanda72,Connection from 213.210.235.142 to 16.140.221.173 on port 270
2025-06-28 01:27:08,auth_success,216.239.197.2,203.64.133.97,madisonyang,Successful login for user madisonyang from 216.239.197.2
2025-06-28 06:55:53,system,212.17.170.147,124.42.12.192,stefanie27,System started: harness visionary e-services
2025-06-27 18:07:12,network,201.25.243.43,202.51.101.107,tracy58,Connection from 201.25.243.43 to 202.51.101.107 on port 46
2025-06-28 05:48:21,network,198.183.198.127,178.24.98.119,nicholasfinley,Connection from 198.183.198.127 to 178.24.98.119 on port 201
2025-06-28 00:21:31,auth_failure,212.110.108.73,192.157.126.0,robertokemp,Failed login attempt for user robertokemp from 212.110.108.73
2025-06-28 02:22:19,system,213.175.62.126,222.24.134.128,nicholas05,System started: e-enable integrated architectures
2025-06-27 21:34:35,system,212.220.188.91,222.50.145.124,nclark,System started: strategize e-business platforms
2025-06-27 08:41:24,system,222.238.25.81,200.33.14.110,jessedavis,System started: synergize transparent partnerships
2025-06-27 07:19:37,auth_success,214.91.216.218,124.196.15.100,palmercassandra,Successful login for user palmercassandra from 214.91.216.218
2025-06-27 15:26:39,network,207.115.253.214,216.99.19.228,mbowman,Connection from 207.115.253.214 to 216.99.19.228 on port 167
2025-06-27 14:09:08,system,97.165.178.231,200.202.86.233,rlewis,System started: architect clicks-and-mortar eyeballs
2025-06-27 23:58:17,auth_success,120.187.52.116,217.71.213.158,umurphy,Successful login for user umurphy from 120.187.52.116
2025-06-27 13:19:00,auth_success,197.48.153.75,211.251.202.216,nwood,Successful login for user nwood from 197.48.153.75
2025-06-28 06:47:02,auth_failure,212.90.229.245,168.122.234.145,washingtondouglas,Failed login attempt for user washingtondouglas from 212.90.229.245
2025-06-27 23:28:34,network,212.168.169.197,52.126.15.145,wardlisa,Connection from 212.168.169.197 to 52.126.15.145 on port 181
2025-06-27 11:53:44,network,82.228.114.250,202.193.248.3,cjohnson,Connection from 82.228.114.250 to 202.193.248.3 on port 247
2025-06-27 19:54:13,auth_failure,106.123.34.167,223.168.44.177,eric29,Failed login attempt for user eric29 from 106.123.34.167
2025-06-28 01:06:08,auth_failure,141.138.215.186,1.71.81.214,imoon,Failed login attempt for user imoon from 141.138.215.186
2025-06-27 14:20:02,auth_failure,169.225.57.222,178.186.163.105,deborah11,Failed login attempt for user deborah11 from 169.225.57.222
2025-06-28 04:32:44,system,130.188.7.154,18.194.178.234,vunderwood,System started: benchmark dot-com schemas
2025-06-27 08:24:08,network,135.206.101.47,193.81.216.248,osantos,Connection from 135.206.101.47 to 193.81.216.248 on port 115
2025-06-27 20:25:46,system,73.47.201.228,205.39.112.204,melaniecochran,System started: benchmark virtual partnerships
2025-06-27 15:40:35,malware_alert,108.80.0.10,216.65.78.141,tbraun,Malware detected: Ransomware on host 216.65.78.141
2025-06-28 05:29:29,system,92.229.135.227,98.8.17.29,bmyers,System started: envisioneer web-enabled e-tailers
2025-06-27 17:32:47,auth_success,41.55.58.150,22.208.226.88,aflores,Successful login for user aflores from 41.55.58.150
2025-06-27 23:52:36,system,136.68.82.105,220.108.116.62,kennethwallace,System started: whiteboard real-time action-items
2025-06-28 06:48:08,malware_alert,217.205.2.173,103.204.188.250,hughesdawn,Malware detected: Spyware on host 103.204.188.250
2025-06-28 04:20:34,auth_failure,50.67.12.73,207.100.21.15,kcarr,Failed login attempt for user kcarr from 50.67.12.73
2025-06-27 16:27:57,auth_failure,205.72.87.129,110.40.133.248,james74,Failed login attempt for user james74 from 205.72.87.129
2025-06-27 19:28:03,auth_success,223.234.197.211,174.176.29.116,clarkjose,Successful login for user clarkjose from 223.234.197.211
2025-06-27 08:47:08,system,192.205.252.125,217.236.163.228,christy35,System started: deploy end-to-end experiences
2025-06-27 19:55:36,system,94.59.116.113,150.168.141.90,asweeney,System started: disintermediate sticky infrastructures
2025-06-28 07:01:30,system,194.134.41.172,88.184.109.13,oyoung,System started: drive mission-critical e-markets
2025-06-27 09:30:34,auth_failure,50.247.20.70,216.233.248.62,granterica,Failed login attempt for user granterica from 50.247.20.70
2025-06-28 05:21:02,auth_failure,12.3.29.174,98.179.175.151,pbradford,Failed login attempt for user pbradford from 12.3.29.174
2025-06-27 15:14:10,auth_failure,171.216.75.31,190.100.38.166,asmith,Failed login attempt for user asmith from 171.216.75.31
2025-06-27 19:33:06,malware_alert,97.169.107.121,185.163.190.203,garciachristina,Malware detected: Trojan on host 185.163.190.203
2025-06-28 05:16:03,system,211.143.120.217,213.76.97.250,stevenstrong,System started: scale frictionless systems
2025-06-27 18:56:53,malware_alert,193.13.244.35,211.237.43.64,collinscrystal,Malware detected: Spyware on host 211.237.43.64
2025-06-27 19:01:44,auth_success,152.144.217.29,122.241.179.110,ronalddrake,Successful login for user ronalddrake from 152.144.217.29
2025-06-28 02:11:45,system,215.122.132.177,148.21.247.208,wfuller,System started: extend plug-and-play portals
2025-06-27 20:36:53,system,138.123.214.65,30.202.242.200,dawn57,System started: re-intermediate front-end methodologies
2025-06-28 02:17:16,auth_success,70.133.201.24,181.212.185.223,lisabean,Successful login for user lisabean from 70.133.201.24
2025-06-27 14:31:53,auth_success,212.64.175.114,125.222.52.10,mrichardson,Successful login for user mrichardson from 212.64.175.114
2025-06-27 18:33:31,malware_alert,223.176.250.242,57.234.168.26,jared60,Malware detected: Spyware on host 57.234.168.26
2025-06-27 16:27:43,auth_failure,218.247.164.225,196.202.109.142,marie67,Failed login attempt for user marie67 from 218.247.164.225
2025-06-27 15:55:39,system,206.68.182.49,8.88.35.195,nicholas66,System started: generate bleeding-edge technologies
2025-06-28 03:17:15,system,173.0.86.95,217.59.167.97,rmoore,System started: transition user-centric interfaces
2025-06-27 23:58:22,auth_failure,197.53.57.56,185.186.208.197,lmeyers,Failed login attempt for user lmeyers from 197.53.57.56
2025-06-27 08:55:08,auth_failure,195.98.250.217,119.13.201.200,cameron35,Failed login attempt for user cameron35 from 195.98.250.217
2025-06-27 23:57:27,auth_failure,101.173.126.188,95.208.171.228,parsonsgregory,Failed login attempt for user parsonsgregory from 101.173.126.188
2025-06-27 10:18:28,system,213.186.67.29,59.252.2.136,zwhite,System started: grow extensible users
2025-06-27 10:47:07,network,74.26.49.218,62.79.117.3,jessica44,Connection from 74.26.49.218 to 62.79.117.3 on port 129
2025-06-27 23:14:02,malware_alert,145.25.203.25,161.21.195.233,hubbardjennifer,Malware detected: Trojan on host 161.21.195.233
2025-06-27 22:44:06,malware_alert,157.27.34.76,214.150.84.251,bliu,Malware detected: Spyware on host 214.150.84.251
2025-06-27 08:37:24,network,69.218.22.103,147.195.234.118,smithcolleen,Connection from 69.218.22.103 to 147.195.234.118 on port 270
2025-06-27 15:12:09,network,21.106.107.164,180.116.194.164,mezaann,Connection from 21.106.107.164 to 180.116.194.164 on port 200
2025-06-27 18:49:37,auth_failure,68.46.48.24,194.118.150.149,lorimichael,Failed login attempt for user lorimichael from 68.46.48.24
2025-06-28 03:28:21,auth_success,158.79.35.94,192.0.171.5,taylornathan,Successful login for user taylornathan from 158.79.35.94
2025-06-28 02:53:26,network,178.149.122.154,204.71.223.240,clintonmoody,Connection from 178.149.122.154 to 204.71.223.240 on port 418
2025-06-27 23:16:32,malware_alert,171.75.237.63,202.200.231.114,john12,Malware detected: Adware on host 202.200.231.114
2025-06-28 00:00:52,malware_alert,219.168.193.55,219.74.249.188,andrew02,Malware detected: Ransomware on host 219.74.249.188
2025-06-27 17:06:50,network,182.180.33.160,196.190.175.43,poolejessica,Connection from 182.180.33.160 to 196.190.175.43 on port 80
2025-06-28 05:34:39,system,216.88.15.143,21.130.152.209,lisa53,System started: whiteboard mission-critical mindshare
2025-06-27 22:17:17,network,144.21.132.151,135.104.71.94,michaelross,Connection from 144.21.132.151 to 135.104.71.94 on port 165
2025-06-27 07:25:31,malware_alert,15.26.86.173,218.159.208.55,phillipburch,Malware detected: Adware on host 218.159.208.55
2025-06-27 22:47:01,system,181.24.134.95,145.33.230.39,forbesdeborah,System started: implement real-time e-services
2025-06-27 21:11:49,auth_success,198.86.240.171,135.66.8.56,tylersavage,Successful login for user tylersavage from 198.86.240.171
2025-06-28 03:44:59,auth_success,207.67.155.108,160.174.158.46,adam92,Successful login for user adam92 from 207.67.155.108
2025-06-28 03:05:35,auth_success,153.227.242.7,44.170.221.193,daykaren,Successful login for user daykaren from 153.227.242.7
2025-06-27 15:56:02,system,123.152.220.103,206.173.147.110,michael06,System started: disintermediate viral info-mediaries
2025-06-27 18:23:14,auth_success,56.164.102.129,214.5.172.50,zgutierrez,Successful login for user zgutierrez from 56.164.102.129
2025-06-27 20:46:42,auth_failure,91.114.131.194,172.6.222.159,bryan29,Failed login attempt for user bryan29 from 91.114.131.194
2025-06-28 04:22:58,network,106.244.13.78,11.128.38.60,raymondboyd,Connection from 106.244.13.78 to 11.128.38.60 on port 434
2025-06-27 07:45:18,malware_alert,221.148.56.245,144.13.55.41,jonathan46,Malware detected: Adware on host 144.13.55.41
2025-06-27 19:07:43,auth_success,207.255.226.119,205.159.188.32,pnelson,Successful login for user pnelson from 207.255.226.119
2025-06-28 06:18:13,system,176.176.154.77,184.231.113.126,johnsonerika,System started: synergize cross-media schemas
2025-06-27 21:35:36,network,191.50.102.183,208.204.183.211,jason61,Connection from 191.50.102.183 to 208.204.183.211 on port 281
2025-06-27 09:58:28,network,93.0.131.168,223.232.76.181,meghan27,Connection from 93.0.131.168 to 223.232.76.181 on port 420
2025-06-28 01:16:35,malware_alert,142.87.58.37,103.14.34.78,pli,Malware detected: Worm on host 103.14.34.78
2025-06-27 15:45:30,network,212.38.205.66,210.11.15.232,james07,Connection from 212.38.205.66 to 210.11.15.232 on port 409
2025-06-27 21:11:38,auth_success,131.60.16.20,40.170.21.86,christopher52,Successful login for user christopher52 from 131.60.16.20
2025-06-28 04:42:34,network,168.21.228.125,134.113.132.238,torreskyle,Connection from 168.21.228.125 to 134.113.132.238 on port 75
2025-06-28 05:37:09,system,208.58.63.17,195.158.173.52,fchen,System started: deploy real-time models
2025-06-28 04:53:42,auth_success,188.14.128.89,115.74.126.77,mfuller,Successful login for user mfuller from 188.14.128.89
2025-06-27 23:46:43,auth_success,136.194.45.65,146.165.217.219,kcooper,Successful login for user kcooper from 136.194.45.65
2025-06-27 15:12:12,malware_alert,173.174.1.246,126.49.156.189,ldaniel,Malware detected: Worm on host 126.49.156.189
2025-06-28 01:12:08,auth_failure,42.113.119.138,169.199.118.236,graykatherine,Failed login attempt for user graykatherine from 42.113.119.138
2025-06-27 18:37:16,system,128.24.161.254,51.90.239.87,geoffreygrant,System started: syndicate web-enabled infrastructures
2025-06-27 12:11:42,malware_alert,206.19.172.46,220.31.142.157,myerstodd,Malware detected: Spyware on host 220.31.142.157
2025-06-27 14:08:50,auth_success,35.177.113.139,71.169.193.213,glawson,Successful login for user glawson from 35.177.113.139
2025-06-27 21:10:30,system,134.96.255.22,25.171.12.217,hbarrera,System started: grow real-time supply-chains
2025-06-27 08:35:05,auth_success,220.234.245.238,170.181.116.133,mallorymiller,Successful login for user mallorymiller from 220.234.245.238
2025-06-27 19:41:06,auth_failure,206.220.83.177,203.75.159.44,zachary47,Failed login attempt for user zachary47 from 206.220.83.177
2025-06-27 16:39:39,auth_success,75.57.11.144,142.203.71.242,martinezkathy,Successful login for user martinezkathy from 75.57.11.144
2025-06-27 18:17:31,system,142.97.85.223,97.152.59.6,christinaedwards,System started: synthesize cross-platform applications
2025-06-28 04:04:28,malware_alert,192.20.81.177,139.136.84.205,james81,Malware detected: Trojan on host 139.136.84.205
2025-06-28 06:08:39,network,135.5.6.173,123.1.156.247,ystewart,Connection from 135.5.6.173 to 123.1.156.247 on port 31
2025-06-28 01:04:17,system,149.44.253.112,129.170.214.164,adrake,System started: evolve vertical channels
2025-06-27 15:58:56,system,83.245.13.16,210.1.185.251,changjessica,System started: productize bricks-and-clicks architectures
2025-06-27 15:24:39,auth_success,199.188.127.95,130.137.96.122,ashleyblackwell,Successful login for user ashleyblackwell from 199.188.127.95
2025-06-27 09:27:46,auth_success,212.233.50.39,72.70.179.231,karen47,Successful login for user karen47 from 212.233.50.39
2025-06-27 12:08:13,network,191.183.152.190,164.222.170.41,vmoody,Connection from 191.183.152.190 to 164.222.170.41 on port 242
2025-06-27 12:21:46,auth_success,188.234.58.52,169.3.167.89,maryreeves,Successful login for user maryreeves from 188.234.58.52
2025-06-27 13:37:58,auth_success,136.78.205.250,121.93.210.242,christianhuynh,Successful login for user christianhuynh from 136.78.205.250
2025-06-27 21:07:24,system,193.83.223.155,192.63.194.97,olsonjohn,System started: reinvent one-to-one markets
2025-06-27 16:47:36,malware_alert,210.224.57.121,203.163.40.216,annalucas,Malware detected: Adware on host 203.163.40.216
2025-06-28 00:02:07,system,152.27.78.91,141.0.169.30,kathrynhudson,System started: expedite front-end platforms
2025-06-27 11:39:15,auth_failure,113.135.93.194,196.133.96.216,sandybaker,Failed login attempt for user sandybaker from 113.135.93.194
2025-06-27 13:25:41,system,222.66.79.6,211.51.136.232,fosterbryan,System started: facilitate user-centric action-items
2025-06-27 12:13:24,malware_alert,169.31.184.97,159.144.110.107,john05,Malware detected: Adware on host 159.144.110.107
2025-06-27 12:35:07,system,133.191.41.212,222.169.146.248,connerchristine,System started: leverage B2B schemas
2025-06-27 15:50:00,network,222.136.145.150,220.119.73.184,taylor06,Connection from 222.136.145.150 to 220.119.73.184 on port 31
2025-06-27 13:20:17,malware_alert,30.148.136.4,83.60.181.204,kenneth27,Malware detected: Worm on host 83.60.181.204
2025-06-27 10:02:54,auth_failure,148.198.238.195,112.109.52.28,melissa92,Failed login attempt for user melissa92 from 148.198.238.195
2025-06-27 10:57:53,malware_alert,119.62.193.231,200.141.253.251,vunderwood,Malware detected: Spyware on host 200.141.253.251
2025-06-27 12:39:17,malware_alert,55.3.83.250,210.163.70.240,allenjames,Malware detected: Adware on host 210.163.70.240
2025-06-27 08:38:56,auth_success,198.177.4.247,28.9.254.159,joseph94,Successful login for user joseph94 from 198.177.4.247
2025-06-27 20:53:57,system,168.19.166.46,166.239.147.116,nancydoyle,System started: syndicate value-added deliverables
2025-06-28 01:15:43,system,203.214.66.32,14.202.134.149,lauren24,System started: aggregate 24/7 convergence
2025-06-27 17:50:56,network,217.168.88.42,181.93.192.42,ejohnson,Connection from 217.168.88.42 to 181.93.192.42 on port 140
2025-06-28 01:39:57,auth_success,3.165.153.13,79.255.116.199,robinsonjulia,Successful login for user robinsonjulia from 3.165.153.13
2025-06-27 21:55:33,auth_success,202.50.62.100,21.27.106.4,sawyersamuel,Successful login for user sawyersamuel from 202.50.62.100
2025-06-28 01:06:55,auth_failure,131.229.110.34,131.31.37.216,georgefischer,Failed login attempt for user georgefischer from 131.229.110.34
2025-06-27 18:30:19,malware_alert,37.155.242.163,101.0.107.171,diana83,Malware detected: Ransomware on host 101.0.107.171
2025-06-28 03:13:55,auth_failure,221.52.23.42,145.234.209.170,lori49,Failed login attempt for user lori49 from 221.52.23.42
2025-06-28 02:33:10,malware_alert,96.29.177.110,207.52.45.170,reynoldslori,Malware detected: Adware on host 207.52.45.170
2025-06-27 16:44:46,system,208.34.148.174,61.19.92.201,wongalexander,System started: integrate e-business channels
2025-06-27 21:34:28,system,139.55.100.192,211.112.189.3,glennralph,System started: transition front-end communities
2025-06-27 19:48:35,auth_failure,148.103.253.86,214.110.132.199,caitlin06,Failed login attempt for user caitlin06 from 148.103.253.86
2025-06-27 07:56:38,auth_success,177.134.180.132,97.120.234.91,jasongonzalez,Successful login for user jasongonzalez from 177.134.180.132
2025-06-27 16:26:08,malware_alert,165.71.122.252,212.154.178.94,barbaraperry,Malware detected: Ransomware on host 212.154.178.94
2025-06-27 14:43:51,malware_alert,12.226.83.200,198.255.104.165,laurafloyd,Malware detected: Adware on host 198.255.104.165
2025-06-27 19:34:48,auth_failure,162.15.78.170,201.115.89.81,schneideralicia,Failed login attempt for user schneideralicia from 162.15.78.170
2025-06-27 14:47:57,system,63.30.123.95,37.1.231.231,hernandezfrederick,System started: utilize turn-key initiatives
2025-06-27 19:11:07,network,43.128.59.47,208.108.35.41,devin83,Connection from 43.128.59.47 to 208.108.35.41 on port 365
2025-06-28 02:35:19,auth_success,216.164.73.143,160.245.163.245,bridgetlee,Successful login for user bridgetlee from 216.164.73.143
2025-06-27 12:45:48,auth_success,216.148.58.154,146.206.21.36,forbesheidi,Successful login for user forbesheidi from 216.148.58.154
2025-06-28 04:29:15,system,149.203.120.191,76.192.169.114,ginamartinez,System started: morph frictionless convergence
2025-06-27 12:52:36,auth_success,130.204.129.22,211.129.49.54,linda38,Successful login for user linda38 from 130.204.129.22
2025-06-27 17:47:33,auth_success,179.88.184.135,198.218.89.21,dylanmartinez,Successful login for user dylanmartinez from 179.88.184.135
2025-06-28 01:12:29,auth_failure,192.114.220.70,125.45.137.67,shelbysweeney,Failed login attempt for user shelbysweeney from 192.114.220.70
2025-06-27 22:52:59,network,205.236.163.76,121.138.186.46,ronald51,Connection from 205.236.163.76 to 121.138.186.46 on port 423
2025-06-27 12:18:56,malware_alert,122.207.87.52,222.191.192.1,utate,Malware detected: Trojan on host 222.191.192.1
2025-06-27 23:16:46,network,212.130.190.84,132.62.213.96,ewatkins,Connection from 212.130.190.84 to 132.62.213.96 on port 24
2025-06-28 00:40:55,auth_success,23.102.132.165,189.156.84.140,tina09,Successful login for user tina09 from 23.102.132.165
2025-06-27 14:01:23,system,118.153.48.63,215.218.79.9,deniserodriguez,System started: embrace B2B technologies
2025-06-27 22:37:25,auth_success,143.193.221.165,162.253.142.142,howard05,Successful login for user howard05 from 143.193.221.165
2025-06-28 02:28:13,network,84.32.213.154,196.104.164.196,fitzgeraldtim,Connection from 84.32.213.154 to 196.104.164.196 on port 357
2025-06-28 06:28:13,network,202.252.169.218,133.204.141.89,blakebuckley,Connection from 202.252.169.218 to 133.204.141.89 on port 76
2025-06-28 01:32:17,malware_alert,186.225.199.252,9.92.115.193,jennifer17,Malware detected: Adware on host 9.92.115.193
2025-06-27 21:11:50,auth_failure,70.50.211.132,169.163.248.40,jonathan05,Failed login attempt for user jonathan05 from 70.50.211.132
2025-06-27 18:31:42,auth_success,215.194.147.203,187.120.56.239,zharris,Successful login for user zharris from 215.194.147.203
2025-06-27 22:47:58,auth_success,206.119.50.27,160.90.39.58,edwardsryan,Successful login for user edwardsryan from 206.119.50.27
2025-06-28 02:46:26,malware_alert,17.159.151.200,197.42.212.28,karenward,Malware detected: Adware on host 197.42.212.28
2025-06-27 18:45:58,auth_success,215.34.235.93,217.44.64.231,brownjoshua,Successful login for user brownjoshua from 215.34.235.93
2025-06-27 22:54:30,network,156.252.101.209,64.43.12.94,ashleyfrazier,Connection from 156.252.101.209 to 64.43.12.94 on port 404
2025-06-28 01:48:29,network,67.121.162.214,215.60.203.74,kscott,Connection from 67.121.162.214 to 215.60.203.74 on port 216
2025-06-27 20:19:56,auth_failure,186.8.54.122,195.253.18.123,sanchezjoyce,Failed login attempt for user sanchezjoyce from 186.8.54.122
2025-06-28 03:38:16,auth_failure,70.193.58.169,37.219.198.246,cchavez,Failed login attempt for user cchavez from 70.193.58.169
2025-06-27 15:30:11,system,148.102.221.90,205.3.140.195,angela69,System started: mesh scalable bandwidth
2025-06-28 02:27:16,network,207.36.40.203,185.215.111.120,nicholsonashley,Connection from 207.36.40.203 to 185.215.111.120 on port 343
2025-06-27 20:05:48,auth_failure,175.17.158.5,147.232.39.77,hailey65,Failed login attempt for user hailey65 from 175.17.158.5
2025-06-27 16:15:49,malware_alert,211.120.71.20,211.95.229.228,ashleycontreras,Malware detected: Worm on host 211.95.229.228
2025-06-27 17:11:02,network,93.155.31.242,33.71.52.122,ryang,Connection from 93.155.31.242 to 33.71.52.122 on port 59
2025-06-28 04:03:29,auth_failure,216.115.140.0,15.54.8.28,tvelez,Failed login attempt for user tvelez from 216.115.140.0
2025-06-27 23:33:44,malware_alert,146.215.149.28,96.186.183.6,paulbaker,Malware detected: Trojan on host 96.186.183.6
2025-06-27 14:02:45,network,142.45.35.37,222.137.242.175,ggreen,Connection from 142.45.35.37 to 222.137.242.175 on port 53
2025-06-27 22:43:41,auth_failure,2.176.157.31,216.8.1.253,tammy55,Failed login attempt for user tammy55 from 2.176.157.31
2025-06-27 16:23:27,auth_failure,117.117.155.146,15.207.25.85,fernandezkevin,Failed login attempt for user fernandezkevin from 117.117.155.146
2025-06-28 05:23:20,auth_success,165.30.28.218,9.101.107.195,stokesmariah,Successful login for user stokesmariah from 165.30.28.218
2025-06-27 18:22:08,system,103.45.166.233,208.14.248.222,wmoore,System started: enhance one-to-one experiences
2025-06-27 07:35:24,auth_success,100.224.252.245,192.196.178.135,anthony07,Successful login for user anthony07 from 100.224.252.245
2025-06-27 21:40:40,auth_failure,139.68.193.209,153.157.153.51,bakerderrick,Failed login attempt for user bakerderrick from 139.68.193.209
2025-06-28 06:19:26,auth_failure,108.142.239.230,98.181.49.95,matthew08,Failed login attempt for user matthew08 from 108.142.239.230
2025-06-28 04:24:21,auth_failure,112.73.22.124,193.163.43.191,warrennatalie,Failed login attempt for user warrennatalie from 112.73.22.124
2025-06-28 03:53:59,network,203.95.54.197,26.3.189.4,laurenallen,Connection from 203.95.54.197 to 26.3.189.4 on port 383
2025-06-27 17:19:30,auth_success,189.223.83.67,114.192.95.236,wardemma,Successful login for user wardemma from 189.223.83.67
2025-06-27 21:41:05,auth_failure,216.197.208.175,112.242.246.186,taylorterri,Failed login attempt for user taylorterri from 216.197.208.175
2025-06-27 12:07:06,system,170.168.251.131,74.104.130.241,christianhernandez,System started: reinvent transparent architectures
2025-06-28 03:47:43,auth_success,101.176.69.172,194.242.240.201,richardsonkayla,Successful login for user richardsonkayla from 101.176.69.172
2025-06-27 07:21:15,system,151.189.193.96,140.3.168.8,stacey94,System started: exploit B2C e-tailers
2025-06-27 11:13:31,malware_alert,212.81.88.73,194.114.58.61,bonnie89,Malware detected: Spyware on host 194.114.58.61
2025-06-27 08:45:38,auth_success,54.228.48.159,156.149.246.64,randallward,Successful login for user randallward from 54.228.48.159
2025-06-27 18:39:08,auth_failure,139.122.21.213,133.45.147.83,laura45,Failed login attempt for user laura45 from 139.122.21.213
2025-06-28 06:19:52,auth_success,115.79.149.111,93.108.67.203,lhopkins,Successful login for user lhopkins from 115.79.149.111
2025-06-27 12:21:56,malware_alert,208.12.228.22,156.58.198.187,knovak,Malware detected: Worm on host 156.58.198.187
2025-06-27 21:54:26,auth_success,28.109.55.92,182.96.222.130,tsmith,Successful login for user tsmith from 28.109.55.92
2025-06-27 09:22:11,network,223.133.42.54,188.231.156.60,lbrown,Connection from 223.133.42.54 to 188.231.156.60 on port 88
2025-06-28 00:41:58,system,26.64.209.243,60.192.242.128,barbaraprice,System started: unleash end-to-end portals
2025-06-27 08:46:24,malware_alert,15.169.57.247,150.71.172.80,larrybass,Malware detected: Spyware on host 150.71.172.80
2025-06-27 13:45:08,auth_success,184.174.19.44,101.146.229.197,ochung,Successful login for user ochung from 184.174.19.44
2025-06-27 10:12:19,system,88.195.192.44,22.98.164.1,rachelprice,System started: transition compelling relationships
2025-06-27 13:32:29,auth_success,212.82.64.152,57.91.193.215,zcooper,Successful login for user zcooper from 212.82.64.152
2025-06-27 16:41:32,auth_success,111.250.207.30,143.110.72.223,mmorton,Successful login for user mmorton from 111.250.207.30
2025-06-27 16:37:46,malware_alert,222.151.128.172,58.62.41.158,alishavaughn,Malware detected: Spyware on host 58.62.41.158
2025-06-27 12:50:29,auth_failure,145.76.127.192,77.101.100.149,david53,Failed login attempt for user david53 from 145.76.127.192
2025-06-27 12:45:17,system,205.70.2.110,80.39.14.188,justin04,System started: maximize out-of-the-box platforms
2025-06-27 13:38:02,malware_alert,144.174.167.110,12.115.222.229,petersonroger,Malware detected: Trojan on host 12.115.222.229
2025-06-27 18:41:56,system,163.169.142.177,113.86.128.37,monica85,System started: matrix B2C paradigms
2025-06-28 06:47:54,auth_failure,87.92.236.164,101.171.118.197,tryan,Failed login attempt for user tryan from 87.92.236.164
